觀測站ID,觀測站,年,月,時間,平均溫度,最高溫度,最高溫度發生日期,最低溫度,最低溫度發生日期,累積降水量,降雨日數,最大10分鐘風風速,最大10分鐘風發生日期,最大10分鐘風風向,最大瞬間風風速,最大瞬間風發生日期,最大瞬間風風向,平均相對濕度,最小相對濕度,最小相對濕度發生日期,平均測站氣壓,總日照時數
466940,基隆,2015,6,2015/06,29.0,36.5,2015/06/28,23.8,2015/06/06,47.1,9,7.8,2015/06/28,240,16.4,2015/06/28,290,76,46,2015/06/09,1004.8,222.3
466950,彭佳嶼,2015,6,2015/06,27.6,32.9,2015/06/25,21.9,2015/06/05,18.8,4,18.5,2015/06/28,270,23.0,2015/06/28,270,87,69,2015/06/25,996.4,235.3
466990,花蓮,2015,6,2015/06,28.9,33.7,2015/06/30,24.4,2015/06/09,115,3,9.5,2015/06/24,60,15.5,2015/06/24,80,80,52,2015/06/18,1005.8,277.1
467050,新屋,2015,6,2015/06,28.9,34.8,2015/06/24,24.1,2015/06/09,21.4,5,13.3,2015/06/30,230,21.0,2015/06/30,230,84,61,2015/06/06,1005.3,269.0
467060,蘇澳,2015,6,2015/06,28.9,33.9,2015/06/17,24.5,2015/06/01,50.6,6,7.2,2015/06/05,80,13.2,2015/06/02,210,79,56,2015/06/22,1005.1,244.5
467080,宜蘭,2015,6,2015/06,28.5,34.8,2015/06/22,23.8,2015/06/08,70,9,6.4,2015/06/15,20,9.9,2015/06/22,20,80,56,2015/06/11,1007.0,218.5
467110,金門,2015,6,2015/06,27.5,33.0,2015/06/28,22.6,2015/06/07,24.2,7,6.6,2015/06/04,70,12.9,2015/06/17,210,86,65,2015/06/21,1004.3,221.3
467300,東吉島,2015,6,2015/06,29.3,33.8,2015/06/17,26.1,2015/06/22,33.5,6,14.3,2015/06/23,190,21.4,2015/06/24,200,81,64,2015/06/21,1004.0,297.6
467350,澎湖,2015,6,2015/06,29.0,33.7,2015/06/19,25.7,2015/06/05,59.3,9,8.2,2015/06/23,190,13.7,2015/06/23,170,83,67,2015/06/17,1007.8,300.8
467410,臺南,2015,6,2015/06,30.4,35.0,2015/06/22,26.2,2015/06/01,19,2,10.1,2015/06/23,190,16.6,2015/06/23,180,74,49,2015/06/08,1006.2,322.1
467440,高雄,2015,6,2015/06,30.6,34.7,2015/06/22,25.9,2015/06/01,10,2,6.8,2015/06/23,180,12.2,2015/06/23,180,75,60,2015/06/22,1008.4,328.7
467480,嘉義,2015,6,2015/06,30.1,37.0,2015/06/27,23.5,2015/06/08,44.8,6,8.2,2015/06/27,260,13.6,2015/06/14,240,72,45,2015/06/27,1005.7,282.1
467490,臺中,2015,6,2015/06,29.7,35.5,2015/06/27,23.2,2015/06/01,65.5,6,4.6,2015/06/30,210,10.4,2015/06/29,230,71,52,2015/06/27,998.9,240.1
467530,阿里山,2015,6,2015/06,15.4,22.5,2015/06/03,9.3,2015/06/03,48.2,12,4.2,2015/06/17,170,7.8,2015/06/24,250,81,29,2015/06/17,765.3,176.8
467540,大武,2015,6,2015/06,29.7,38.7,2015/06/17,24.5,2015/06/01,14.5,3,8.2,2015/06/07,160,16.6,2015/06/27,230,73,37,2015/06/17,1007.0,314.4
467550,玉山,2015,6,2015/06,8.9,21.3,2015/06/15,4.3,2015/06/01,35.9,7,15.6,2015/06/22,160,18.7,2015/06/22,170,64,23,2015/06/15,643.7,223.5
467571,新竹,2015,6,2015/06,29.6,35.3,2015/06/18,24.2,2015/06/09,89.8,5,6.1,2015/06/29,280,17.1,2015/06/27,270,75,54,2015/06/18,1004.6,280.7
467590,恆春,2015,6,2015/06,30.2,34.6,2015/06/20,25.7,2015/06/23,35.5,6,7.1,2015/06/18,290,14.9,2015/06/18,280,73,59,2015/06/20,1006.7,296.7
467610,成功,2015,6,2015/06,28.4,35.4,2015/06/27,23.4,2015/06/20,36.2,4,9.8,2015/06/24,190,14.8,2015/06/24,190,80,53,2015/06/27,1003.1,272.3
467620,蘭嶼,2015,6,2015/06,26.7,30.6,2015/06/20,23.8,2015/06/23,31.9,5,21.3,2015/06/18,230,29.2,2015/06/27,230,83,69,2015/06/22,972.4,199.8
467650,日月潭,2015,6,2015/06,23.3,31.1,2015/06/16,18.7,2015/06/04,114.5,17,7.8,2015/06/19,290,12.2,2015/06/19,290,84,52,2015/06/09,900.1,167.5
467660,臺東,2015,6,2015/06,29.7,36.4,2015/06/27,25.6,2015/06/01,3.7,2,6.8,2015/06/25,200,13.9,2015/06/25,200,76,51,2015/06/11,1006.7,313.1
467990,馬祖,2015,6,2015/06,25.8,33.2,2015/06/23,17.4,2015/06/04,65.1,9,15.7,2015/06/18,340,36.3,2015/06/18,320,83,64,2015/06/15,996.5,192.6
466880,板橋,2015,7,2015/07,29.7,37.3,2015/07/02,23.1,2015/07/29,261.8,13,9.3,2015/07/11,220,17.9,2015/07/11,230,70,40,2015/07/28,1003.0,199.3
466900,淡水,2015,7,2015/07,29.3,37.6,2015/07/06,24.3,2015/07/24,102,6,7.2,2015/07/06,130,37.9,2015/07/15,150,72,43,2015/07/08,1002.5,229.4
466910,鞍部,2015,7,2015/07,23.6,29.2,2015/07/21,19.5,2015/07/31,366.5,9,16.6,2015/07/10,350,31.0,2015/07/10,350,88,55,2015/07/16,914.9,165.7
466920,臺北,2015,7,2015/07,30.0,37.5,2015/07/02,24.2,2015/07/28,316.8,13,7.8,2015/07/11,260,19.0,2015/07/10,350,72,43,2015/07/28,1001.2,169.4
466930,竹子湖,2015,7,2015/07,25.2,31.9,2015/07/06,20.3,2015/07/24,463.2,10,5.0,2015/07/10,320,21.4,2015/07/10,300,79,54,2015/07/28,938.2,200.0
466940,基隆,2015,7,2015/07,29.4,36.6,2015/07/02,24.8,2015/07/15,186.2,10,12.1,2015/07/11,240,25.4,2015/07/11,250,71,43,2015/07/28,1001.7,238.9
466950,彭佳嶼,2015,7,2015/07,28.0,33.4,2015/07/27,24.0,2015/07/14,25.5,6,29.0,2015/07/10,270,37.0,2015/07/11,270,85,64,2015/07/31,993.0,261.8
466990,花蓮,2015,7,2015/07,29.1,33.8,2015/07/02,24.6,2015/07/08,11,5,12.5,2015/07/19,180,19.6,2015/07/19,180,76,57,2015/07/26,1002.7,264.2
467050,新屋,2015,7,2015/07,29.1,36.8,2015/07/05,24.5,2015/07/29,8.7,6,15.3,2015/07/11,220,24.0,2015/07/11,210,80,52,2015/07/21,1002.1,242.4
467060,蘇澳,2015,7,2015/07,29.1,34.0,2015/07/03,23.9,2015/07/14,45,8,9.6,2015/07/08,160,18.5,2015/07/10,270,75,52,2015/07/31,1002.1,250.7
467080,宜蘭,2015,7,2015/07,28.8,34.7,2015/07/14,23.6,2015/07/14,110.1,10,8.8,2015/07/05,100,17.9,2015/07/10,250,78,46,2015/07/11,1004.0,227.7
467110,金門,2015,7,2015/07,27.9,37.2,2015/07/10,23.9,2015/07/05,138.1,9,9.9,2015/07/24,250,19.5,2015/07/23,230,78,40,2015/07/10,1001.5,184.8
467300,東吉島,2015,7,2015/07,28.3,33.2,2015/07/03,24.4,2015/07/22,133.9,10,17.9,2015/07/20,200,29.0,2015/07/20,210,80,66,2015/07/29,1000.8,240.4
467350,澎湖,2015,7,2015/07,28.5,33.7,2015/07/03,24.8,2015/07/22,91.1,8,9.8,2015/07/19,180,18.7,2015/07/20,170,84,64,2015/07/18,1004.6,235.9
467410,臺南,2015,7,2015/07,29.1,34.1,2015/07/05,23.8,2015/07/27,225,15,11.2,2015/07/10,10,19.0,2015/07/10,10,79,54,2015/07/21,1002.9,200.2
467440,高雄,2015,7,2015/07,29.5,34.7,2015/07/05,25.0,2015/07/22,200,15,8.8,2015/07/19,170,17.6,2015/07/08,140,78,60,2015/07/17,1005.2,218.7
467480,嘉義,2015,7,2015/07,29.2,35.8,2015/07/01,23.5,2015/07/27,245.6,15,9.6,2015/07/01,260,16.0,2015/07/10,10,75,44,2015/07/21,1002.5,199.1
467490,臺中,2015,7,2015/07,29.2,35.6,2015/07/21,23.0,2015/07/29,71.4,12,6.1,2015/07/10,360,14.7,2015/07/10,350,71,40,2015/07/21,995.6,164.3
467530,阿里山,2015,7,2015/07,14.7,22.6,2015/07/21,8.5,2015/07/31,450.6,24,5.5,2015/07/10,360,16.3,2015/07/20,280,90,51,2015/07/24,762.4,107.6
467540,大武,2015,7,2015/07,28.9,37.9,2015/07/01,24.3,2015/07/30,534.7,10,8.3,2015/07/08,110,16.8,2015/07/11,200,74,36,2015/07/23,1004.1,250.1
467550,玉山,2015,7,2015/07,8.0,21.8,2015/07/04,2.5,2015/07/29,264.8,20,23.3,2015/07/08,130,29.8,2015/07/08,130,80,26,2015/07/04,640.9,136.5
467571,新竹,2015,7,2015/07,29.6,37.0,2015/07/21,23.7,2015/07/29,55.2,5,5.7,2015/07/10,360,16.3,2015/07/02,300,74,39,2015/07/21,1001.4,216.8
467590,恆春,2015,7,2015/07,29.0,35.6,2015/07/04,23.3,2015/07/28,493.2,15,7.9,2015/07/10,290,17.6,2015/07/11,290,76,51,2015/07/04,1003.6,195.2
467610,成功,2015,7,2015/07,28.0,34.9,2015/07/02,23.8,2015/07/23,216.8,9,11.6,2015/07/21,200,21.9,2015/07/22,220,79,52,2015/07/02,1000.2,228.0
467620,蘭嶼,2015,7,2015/07,26.0,30.9,2015/07/04,22.2,2015/07/08,198.6,11,24.0,2015/07/10,240,34.6,2015/07/11,240,85,66,2015/07/14,969.4,147.3
467650,日月潭,2015,7,2015/07,23.0,31.1,2015/07/02,18.3,2015/07/30,171,17,6.6,2015/07/10,330,14.9,2015/07/11,280,85,49,2015/07/24,896.9,119.2
467660,臺東,2015,7,2015/07,29.0,35.2,2015/07/11,24.1,2015/07/14,311.4,11,6.7,2015/07/22,200,14.4,2015/07/11,190,79,54,2015/07/04,1003.8,278.5
467990,馬祖,2015,7,2015/07,26.4,33.6,2015/07/12,21.0,2015/07/04,80.8,8,10.4,2015/07/22,200,18.8,2015/07/22,200,85,57,2015/07/31,994.2,183.0
466880,板橋,2015,8,2015/08,28.4,36.5,2015/08/19,23.1,2015/08/06,529.6,20,19.0,2015/08/08,60,36.7,2015/08/08,70,73,46,2015/08/11,1004.0,136.6
466900,淡水,2015,8,2015/08,28.2,36.1,2015/08/19,23.6,2015/08/27,376,16,6.4,2015/08/15,270,16.5,2015/08/16,130,76,44,2015/08/20,1003.6,130.7
466910,鞍部,2015,8,2015/08,22.6,28.9,2015/08/19,18.8,2015/08/27,576.9,20,18.1,2015/08/08,190,49.4,2015/08/08,170,93,58,2015/08/16,915.5,71.0
466920,臺北,2015,8,2015/08,28.6,36.2,2015/08/13,23.9,2015/08/08,728.2,23,15.9,2015/08/08,80,39.2,2015/08/08,90,76,48,2015/08/20,1002.3,121.8
466930,竹子湖,2015,8,2015/08,24.1,31.9,2015/08/12,19.5,2015/08/27,729.4,21,9.0,2015/08/08,220,38.8,2015/08/08,110,85,60,2015/08/19,939.0,106.9
466940,基隆,2015,8,2015/08,27.9,34.4,2015/08/15,24.1,2015/08/27,679.2,21,23.6,2015/08/08,60,45.7,2015/08/08,80,77,48,2015/08/03,1002.2,140.5
466950,彭佳嶼,2015,8,2015/08,27.0,32.8,2015/08/14,22.5,2015/08/27,334.9,16,43.4,2015/08/08,120,60.2,2015/08/08,70,85,65,2015/08/04,994.5,194.0
466990,花蓮,2015,8,2015/08,28.0,34.6,2015/08/07,23.5,2015/08/27,544.5,19,29.0,2015/08/08,130,43.5,2015/08/08,130,84,50,2015/08/06,1003.3,164.6
467050,新屋,2015,8,2015/08,28.0,34.6,2015/08/21,23.4,2015/08/25,205.4,15,29.7,2015/08/08,40,47.0,2015/08/08,50,84,48,2015/08/02,1002.9,182.3
467060,蘇澳,2015,8,2015/08,27.5,33.2,2015/08/24,23.2,2015/08/27,771.3,23,36.1,2015/08/08,90,66.1,2015/08/08,80,81,54,2015/08/02,1003.1,155.2
467080,宜蘭,2015,8,2015/08,27.6,34.7,2015/08/17,23.1,2015/08/26,697.8,20,28.2,2015/08/08,100,49.7,2015/08/08,90,83,51,2015/08/03,1005.4,149.1
467110,金門,2015,8,2015/08,27.7,36.1,2015/08/23,23.6,2015/08/31,182.6,16,11.0,2015/08/08,360,22.1,2015/08/08,360,74,43,2015/08/07,1002.6,174.9
467300,東吉島,2015,8,2015/08,27.7,32.2,2015/08/01,23.5,2015/08/08,656.8,15,33.2,2015/08/08,210,47.2,2015/08/08,280,82,64,2015/08/04,1001.1,175.9
467350,澎湖,2015,8,2015/08,27.8,33.1,2015/08/02,23.5,2015/08/30,788.9,15,18.7,2015/08/08,290,32.9,2015/08/08,270,86,61,2015/08/05,1005.0,164.6
467410,臺南,2015,8,2015/08,28.4,34.8,2015/08/04,23.4,2015/08/29,629.6,16,17.8,2015/08/08,320,34.4,2015/08/08,210,81,45,2015/08/04,1003.4,155.7
467440,高雄,2015,8,2015/08,28.8,34.1,2015/08/24,23.8,2015/08/29,548,17,16.6,2015/08/08,270,31.0,2015/08/08,270,80,58,2015/08/03,1005.7,175.0
467480,嘉義,2015,8,2015/08,28.1,34.9,2015/08/11,23.2,2015/08/08,560.5,20,17.7,2015/08/08,250,33.8,2015/08/08,230,80,46,2015/08/04,1002.7,146.7
467490,臺中,2015,8,2015/08,28.0,35.5,2015/08/21,22.9,2015/08/30,368.4,15,11.4,2015/08/08,350,30.5,2015/08/08,160,76,47,2015/08/04,995.8,132.0
467530,阿里山,2015,8,2015/08,14.5,23.6,2015/08/01,8.7,2015/08/06,984.3,22,7.7,2015/08/08,350,27.8,2015/08/08,280,90,52,2015/08/10,762.3,81.4
467540,大武,2015,8,2015/08,28.4,36.4,2015/08/15,23.9,2015/08/31,593.9,13,10.2,2015/08/08,200,23.6,2015/08/08,220,76,45,2015/08/15,1004.3,186.0
467550,玉山,2015,8,2015/08,7.5,19.2,2015/08/03,1.6,2015/08/05,658.7,20,25.2,2015/08/08,210,39.8,2015/08/08,230,82,24,2015/08/03,641.3,113.8
467571,新竹,2015,8,2015/08,28.5,36.6,2015/08/21,23.5,2015/08/30,220,16,12.6,2015/08/08,20,30.4,2015/08/08,40,75,45,2015/08/02,1001.8,177.3
467590,恆春,2015,8,2015/08,28.9,34.1,2015/08/21,24.1,2015/08/31,237.2,18,16.0,2015/08/08,290,34.9,2015/08/08,280,77,52,2015/08/21,1004.0,165.7
467610,成功,2015,8,2015/08,27.8,34.3,2015/08/07,23.7,2015/08/02,330.3,18,12.0,2015/08/07,10,30.2,2015/08/07,330,80,43,2015/08/07,1000.5,164.2
467620,蘭嶼,2015,8,2015/08,25.9,29.9,2015/08/02,21.6,2015/08/21,506.2,16,33.8,2015/08/08,230,52.6,2015/08/08,220,85,66,2015/08/17,969.3,129.9
467650,日月潭,2015,8,2015/08,22.3,33.1,2015/08/21,18.2,2015/08/30,621,21,8.9,2015/08/17,290,17.9,2015/08/16,310,87,42,2015/08/21,897.0,100.6
467660,臺東,2015,8,2015/08,28.6,35.3,2015/08/08,24.2,2015/08/09,180.7,16,10.6,2015/08/08,200,26.5,2015/08/08,170,80,45,2015/08/08,1004.0,205.4
467990,馬祖,2015,8,2015/08,26.8,33.8,2015/08/01,22.6,2015/08/31,204.9,15,22.2,2015/08/08,80,48.9,2015/08/08,60,87,61,2015/08/25,995.8,189.1
466880,板橋,2015,9,2015/09,27.2,35.6,2015/09/06,22.2,2015/09/12,234,10,16.5,2015/09/28,60,33.8,2015/09/28,90,70,43,2015/09/19,1008.7,141.5
466900,淡水,2015,9,2015/09,26.8,34.3,2015/09/06,21.0,2015/09/11,363,6,9.8,2015/09/28,10,28.0,2015/09/28,30,74,42,2015/09/12,1008.1,169.4
466910,鞍部,2015,9,2015/09,21.3,29.2,2015/09/06,17.0,2015/09/18,728.6,14,20.6,2015/09/28,320,54.5,2015/09/28,340,89,32,2015/09/20,919.4,119.0
466920,臺北,2015,9,2015/09,27.4,36.6,2015/09/06,22.4,2015/09/19,309.9,14,14.4,2015/09/28,10,37.1,2015/09/28,20,74,48,2015/09/19,1006.8,151.2
466930,竹子湖,2015,9,2015/09,22.9,30.5,2015/09/06,18.2,2015/09/19,607.3,13,10.4,2015/09/28,220,32.5,2015/09/28,300,81,35,2015/09/20,942.9,157.8
466940,基隆,2015,9,2015/09,26.8,36.8,2015/09/06,22.2,2015/09/11,519.3,14,25.9,2015/09/28,30,42.5,2015/09/28,30,75,44,2015/09/06,1007.0,148.4
466950,彭佳嶼,2015,9,2015/09,25.8,31.6,2015/09/06,22.2,2015/09/20,117,13,32.7,2015/09/29,120,46.9,2015/09/29,110,80,60,2015/09/12,999.0,194.8
466990,花蓮,2015,9,2015/09,26.9,32.2,2015/09/06,22.0,2015/09/11,259,10,24.0,2015/09/28,170,38.8,2015/09/28,170,80,50,2015/09/27,1007.9,169.0
467050,新屋,2015,9,2015/09,26.6,32.2,2015/09/30,20.7,2015/09/12,84.1,7,26.2,2015/09/28,40,43.1,2015/09/28,20,79,52,2015/09/10,1007.6,197.7
467060,蘇澳,2015,9,2015/09,26.6,32.4,2015/09/05,21.1,2015/09/19,314.6,18,40.4,2015/09/28,80,68.4,2015/09/28,20,77,51,2015/09/19,1007.6,154.1
467080,宜蘭,2015,9,2015/09,26.3,33.5,2015/09/02,20.7,2015/09/19,390.7,17,28.3,2015/09/28,40,50.6,2015/09/28,20,79,49,2015/09/13,1009.5,150.1
467110,金門,2015,9,2015/09,26.2,31.9,2015/09/28,22.1,2015/09/12,214.2,9,12.0,2015/09/06,290,29.1,2015/09/06,290,72,44,2015/09/27,1007.5,160.8
467300,東吉島,2015,9,2015/09,27.4,31.4,2015/09/24,23.9,2015/09/29,168.7,7,22.9,2015/09/28,310,33.9,2015/09/29,260,80,57,2015/09/10,1005.2,242.9
467350,澎湖,2015,9,2015/09,27.7,32.6,2015/09/04,24.0,2015/09/29,256.4,4,16.4,2015/09/29,280,28.0,2015/09/29,280,79,55,2015/09/10,1009.2,228.4
467410,臺南,2015,9,2015/09,28.4,33.7,2015/09/26,24.5,2015/09/29,192,5,12.8,2015/09/28,280,24.6,2015/09/29,200,76,48,2015/09/11,1007.0,206.4
467440,高雄,2015,9,2015/09,28.8,33.5,2015/09/03,24.5,2015/09/01,140.5,6,12.3,2015/09/28,280,22.1,2015/09/28,270,76,54,2015/09/18,1009.3,208.7
467480,嘉義,2015,9,2015/09,27.5,33.9,2015/09/25,22.2,2015/09/19,333.1,7,14.9,2015/09/29,240,28.8,2015/09/29,240,83,44,2015/09/18,1006.5,200.1
467490,臺中,2015,9,2015/09,27.8,33.8,2015/09/15,22.9,2015/09/19,183.9,6,11.1,2015/09/28,340,30.3,2015/09/28,350,72,37,2015/09/18,999.8,187.3
467530,阿里山,2015,9,2015/09,14.2,20.9,2015/09/23,9.0,2015/09/10,575.5,13,8.3,2015/09/28,290,31.4,2015/09/28,270,87,37,2015/09/12,764.7,103.9
467540,大武,2015,9,2015/09,27.3,33.3,2015/09/24,22.2,2015/09/19,46,12,7.8,2015/09/28,200,18.8,2015/09/28,210,74,49,2015/09/13,1008.9,154.4
467550,玉山,2015,9,2015/09,8.2,19.4,2015/09/12,3.1,2015/09/09,343.9,11,25.1,2015/09/29,230,38.2,2015/09/29,230,73,13,2015/09/12,644.3,174.9
467571,新竹,2015,9,2015/09,27.1,33.2,2015/09/30,21.6,2015/09/11,200.1,8,12.6,2015/09/28,10,30.6,2015/09/28,30,74,47,2015/09/10,1006.7,202.1
467590,恆春,2015,9,2015/09,28.4,33.7,2015/09/15,24.1,2015/09/21,53.2,8,11.2,2015/09/28,280,25.5,2015/09/28,290,74,45,2015/09/12,1007.7,194.0
467610,成功,2015,9,2015/09,26.7,33.7,2015/09/28,21.9,2015/09/11,44.3,14,11.1,2015/09/28,220,27.4,2015/09/28,220,78,50,2015/09/28,1005.2,152.4
467620,蘭嶼,2015,9,2015/09,25.3,30.3,2015/09/05,22.0,2015/09/13,83.3,16,28.5,2015/09/28,220,44.5,2015/09/28,230,80,60,2015/09/12,973.6,172.2
467650,日月潭,2015,9,2015/09,22.0,30.8,2015/09/16,17.9,2015/09/14,188.5,6,12.3,2015/09/28,320,30.4,2015/09/28,310,87,59,2015/09/18,900.2,124.3
467660,臺東,2015,9,2015/09,27.7,36.9,2015/09/28,23.8,2015/09/12,33.5,7,10.6,2015/09/29,190,21.4,2015/09/29,200,77,39,2015/09/28,1008.9,173.7
467990,馬祖,2015,9,2015/09,25.0,32.8,2015/09/03,20.5,2015/09/20,137.5,17,17.7,2015/09/29,80,31.6,2015/09/29,40,84,57,2015/09/13,1000.9,117.4
466880,板橋,2015,10,2015/10,25.2,34.4,2015/10/03,20.3,2015/10/15,145,10,8.9,2015/10/17,70,17.4,2015/10/17,80,70,47,2015/10/13,1013.4,101.7
466900,淡水,2015,10,2015/10,24.7,34.0,2015/10/05,17.8,2015/10/13,67,8,6.0,2015/10/30,10,13.9,2015/10/20,120,73,41,2015/10/12,1012.9,128.0
466910,鞍部,2015,10,2015/10,18.7,28.5,2015/10/03,13.8,2015/10/11,285,18,9.3,2015/10/18,160,23.3,2015/10/19,120,94,53,2015/10/27,923.1,61.2
466920,臺北,2015,10,2015/10,25.2,34.3,2015/10/03,20.4,2015/10/11,135.3,11,7.9,2015/10/17,60,15.5,2015/10/25,50,78,56,2015/10/13,1011.5,111.6
466930,竹子湖,2015,10,2015/10,20.4,29.4,2015/10/03,15.3,2015/10/11,252.4,19,9.3,2015/10/02,20,21.8,2015/10/18,30,85,55,2015/10/27,946.9,101.0
466940,基隆,2015,10,2015/10,24.8,32.9,2015/10/01,20.4,2015/10/31,191.4,17,8.7,2015/10/31,30,15.4,2015/10/31,40,76,44,2015/10/13,1012.0,89.6
466950,彭佳嶼,2015,10,2015/10,23.8,29.8,2015/10/01,20.0,2015/10/30,64.1,14,14.9,2015/10/09,30,20.5,2015/10/20,70,78,50,2015/10/11,1003.9,166.0
466990,花蓮,2015,10,2015/10,25.2,31.6,2015/10/05,18.8,2015/10/14,96.5,14,9.1,2015/10/17,40,15.2,2015/10/09,40,79,48,2015/10/17,1013.0,128.1
467050,新屋,2015,10,2015/10,24.7,32.8,2015/10/04,19.5,2015/10/15,97.2,7,15.7,2015/10/17,40,24.7,2015/10/17,50,77,38,2015/10/12,1011.9,159.2
467060,蘇澳,2015,10,2015/10,24.6,31.3,2015/10/01,19.4,2015/10/13,477.1,22,8.3,2015/10/30,60,18.1,2015/10/09,30,79,50,2015/10/15,1012.8,91.3
467080,宜蘭,2015,10,2015/10,24.1,32.2,2015/10/01,18.6,2015/10/14,273.9,20,7.9,2015/10/16,80,12.2,2015/10/04,90,82,51,2015/10/14,1014.6,89.4
467110,金門,2015,10,2015/10,24.1,31.0,2015/10/05,19.1,2015/10/15,7.9,2,7.8,2015/10/30,60,17.6,2015/10/22,50,67,36,2015/10/17,1012.4,160.9
467300,東吉島,2015,10,2015/10,26.1,31.1,2015/10/06,23.8,2015/10/31,4.5,6,16.9,2015/10/18,20,23.2,2015/10/18,10,78,52,2015/10/12,1008.6,197.1
467350,澎湖,2015,10,2015/10,26.1,32.0,2015/10/01,22.4,2015/10/11,10.5,5,10.1,2015/10/17,10,22.3,2015/10/17,360,76,44,2015/10/11,1013.0,163.1
467410,臺南,2015,10,2015/10,26.8,32.7,2015/10/02,21.1,2015/10/15,31,4,7.0,2015/10/30,10,11.3,2015/10/10,10,77,53,2015/10/30,1010.5,198.2
467440,高雄,2015,10,2015/10,27.7,32.5,2015/10/01,23.8,2015/10/17,25.5,4,4.8,2015/10/30,310,8.9,2015/10/30,20,76,58,2015/10/13,1012.7,193.2
467480,嘉義,2015,10,2015/10,25.8,32.8,2015/10/04,18.9,2015/10/14,17.5,4,5.5,2015/10/30,360,9.3,2015/10/30,360,85,55,2015/10/30,1010.2,182.6
467490,臺中,2015,10,2015/10,26.2,33.5,2015/10/03,19.9,2015/10/15,14,7,4.3,2015/10/11,360,9.7,2015/10/23,350,72,45,2015/10/17,1003.5,172.3
467530,阿里山,2015,10,2015/10,13.6,20.9,2015/10/19,7.4,2015/10/14,40.4,13,3.9,2015/10/01,160,8.7,2015/10/10,120,81,24,2015/10/15,766.7,130.7
467540,大武,2015,10,2015/10,26.2,32.1,2015/10/01,19.9,2015/10/14,69.9,15,8.3,2015/10/18,30,17.0,2015/10/18,40,71,38,2015/10/17,1013.0,141.1
467550,玉山,2015,10,2015/10,7.2,19.9,2015/10/16,1.2,2015/10/29,45.7,10,14.4,2015/10/03,140,18.7,2015/10/03,140,72,13,2015/10/17,645.8,182.0
467571,新竹,2015,10,2015/10,25.2,33.1,2015/10/06,19.5,2015/10/11,86.1,6,7.6,2015/10/17,30,18.6,2015/10/18,80,75,42,2015/10/12,1010.7,165.3
467590,恆春,2015,10,2015/10,27.0,32.4,2015/10/01,22.3,2015/10/30,72.8,11,12.1,2015/10/20,50,26.0,2015/10/20,40,72,46,2015/10/15,1011.1,187.6
467610,成功,2015,10,2015/10,25.3,31.8,2015/10/04,19.4,2015/10/14,90,14,10.1,2015/10/17,30,18.7,2015/10/17,40,77,45,2015/10/17,1009.8,119.5
467620,蘭嶼,2015,10,2015/10,23.6,29.7,2015/10/09,19.6,2015/10/21,306,16,26.1,2015/10/21,350,41.7,2015/10/20,350,81,56,2015/10/14,976.7,115.9
467650,日月潭,2015,10,2015/10,21.0,29.3,2015/10/03,16.4,2015/10/15,20,9,4.0,2015/10/29,350,7.7,2015/10/14,280,89,61,2015/10/30,903.0,134.6
467660,臺東,2015,10,2015/10,26.0,32.4,2015/10/03,20.5,2015/10/14,44.7,10,6.3,2015/10/17,50,17.1,2015/10/17,50,77,43,2015/10/17,1013.4,164.6
467990,馬祖,2015,10,2015/10,22.3,29.4,2015/10/01,17.1,2015/10/31,50.2,12,8.4,2015/10/02,80,18.3,2015/10/18,20,82,47,2015/10/11,1006.3,122.4
466880,板橋,2015,11,2015/11,23.4,33.1,2015/11/06,12.9,2015/11/27,24.9,9,7.4,2015/11/22,60,15.6,2015/11/22,60,71,46,2015/11/16,1016.6,82.8
466900,淡水,2015,11,2015/11,23.1,32.4,2015/11/06,10.8,2015/11/26,13,5,6.4,2015/11/09,20,15.4,2015/11/15,130,74,47,2015/11/27,1016.0,126.7
466910,鞍部,2015,11,2015/11,17.1,26.4,2015/11/05,5.8,2015/11/26,207.3,21,10.3,2015/11/25,360,21.1,2015/11/26,360,95,50,2015/11/29,925.6,61.2
466920,臺北,2015,11,2015/11,23.5,33.1,2015/11/17,13.5,2015/11/26,22.6,9,7.8,2015/11/22,50,15.7,2015/11/22,50,79,53,2015/11/17,1014.7,107.2
466930,竹子湖,2015,11,2015/11,18.8,27.8,2015/11/17,7.1,2015/11/26,191.8,19,9.0,2015/11/02,20,18.4,2015/11/03,360,86,56,2015/11/29,949.5,110.4
466940,基隆,2015,11,2015/11,22.7,32.3,2015/11/18,12.4,2015/11/27,149.8,18,11.9,2015/11/25,10,19.1,2015/11/25,360,80,46,2015/11/29,1015.5,77.6
466950,彭佳嶼,2015,11,2015/11,21.9,28.1,2015/11/18,11.5,2015/11/27,57.4,14,15.1,2015/11/22,50,23.1,2015/11/25,360,81,53,2015/11/26,1007.1,117.8
466990,花蓮,2015,11,2015/11,23.6,29.8,2015/11/06,14.6,2015/11/28,300,19,10.3,2015/11/26,40,18.3,2015/11/26,50,83,48,2015/11/28,1016.2,130.8
467050,新屋,2015,11,2015/11,22.8,30.6,2015/11/04,12.8,2015/11/28,13.5,5,13.6,2015/11/22,40,20.6,2015/11/22,30,79,47,2015/11/27,1015.4,138.3
467060,蘇澳,2015,11,2015/11,22.7,30.7,2015/11/18,13.8,2015/11/26,715.3,22,9.1,2015/11/03,90,19.4,2015/11/26,360,83,49,2015/11/29,1015.9,100.2
